Telefone da sede,Tipo_Telefone,Formato_Telefone,Codigo_Pais_Telefone,Problemas_Telefone
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
144516699.0,Numérico,Numérico Sem Formatação,33,['OK']
185092430.0,Numérico,Numérico Sem Formatação,33,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
4942133003500.0,Numérico,Numérico com Pontos,49,['OK']
809108888.0,Numérico,Numérico Sem Formatação,33,['OK']
37063902060.0,Numérico,Numérico Sem Formatação,,['OK']
37063902060.0,Numérico,Numérico Sem Formatação,,['OK']
,Nulo,Nulo,,['Nulo']
2038823557.0,Numérico,Numérico Sem Formatação,44,['OK']
4994146460146.0,Numérico,Numérico com Pontos,49,['OK']
4994146460146.0,Numérico,Numérico com Pontos,49,['OK']
,Nulo,Nulo,,['Nulo']
49351410931400.0,Numérico,Numérico com Pontos,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
49064219991666.0,Numérico,Numérico com Pontos,49,['OK']
6971374990.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
184160660.0,Numérico,Numérico Sem Formatação,33,['OK']
184160660.0,Numérico,Numérico Sem Formatação,33,['OK']
,Nulo,Nulo,,['Nulo']
187391154.0,Numérico,Numérico Sem Formatação,33,['OK']
144516699.0,Numérico,Numérico Sem Formatação,33,['OK']
187391154.0,Numérico,Numérico Sem Formatação,33,['OK']
,Nulo,Nulo,,['Nulo']
48222905112.0,Numérico,Numérico Sem Formatação,48,['OK']
48422392850.0,Numérico,Numérico Sem Formatação,48,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
49951968340.0,Numérico,Numérico Sem Formatação,49,['OK']
49951968340.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
494081994420.0,Numérico,Numérico Sem Formatação,49,['OK']
494081994420.0,Numérico,Numérico Sem Formatação,49,['OK']
171163100.0,Numérico,Numérico Sem Formatação,33,['OK']
524150051260.0,Numérico,Numérico Sem Formatação,49,['OK']
524150051260.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
809108888.0,Numérico,Numérico Sem Formatação,33,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
2074794350.0,Numérico,Numérico Sem Formatação,44,['OK']
442081339075.0,Numérico,Numérico Sem Formatação,44,['OK']
442081339075.0,Numérico,Numérico Sem Formatação,44,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
773892940.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
4408082343576.0,Numérico,Numérico com Pontos,44,['OK']
4408082343576.0,Numérico,Numérico com Pontos,44,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
492111598350.0,Numérico,Numérico Sem Formatação,49,['OK']
32491156389.0,Numérico,Numérico Sem Formatação,,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
442372120.0,Numérico,Numérico Sem Formatação,33,['OK']
442372120.0,Numérico,Numérico Sem Formatação,33,['OK']
934770007.0,Numérico,Numérico Sem Formatação,34,['OK']
934770007.0,Numérico,Numérico Sem Formatação,34,['OK']
492033965080.0,Numérico,Numérico Sem Formatação,49,['OK']
492033965080.0,Numérico,Numérico Sem Formatação,49,['OK']
4940555659560.0,Numérico,Numérico com Pontos,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
4989318528900.0,Numérico,Numérico com Pontos,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
49402709360.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
4403308081268.0,Numérico,Numérico com Pontos,44,['OK']
,Nulo,Nulo,,['Nulo']
8213198760.0,Numérico,Numérico Sem Formatação,49,['OK']
8213198760.0,Numérico,Numérico Sem Formatação,49,['OK']
52079299200.0,Numérico,Numérico Sem Formatação,49,['OK']
1274723909.0,Numérico,Numérico Sem Formatação,44,['OK']
,Nulo,Nulo,,['Nulo']
35316533171.0,Numérico,Numérico Sem Formatação,,['OK']
447424581774.0,Numérico,Numérico Sem Formatação,44,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
911911090.0,Numérico,Numérico Sem Formatação,34,['OK']
49723131910.0,Numérico,Numérico Sem Formatação,49,['OK']
72319360.0,Numérico,Numérico Sem Formatação,49,['OK']
4951161030.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
18882106761.0,Numérico,Numérico Sem Formatação,49,['OK']
4929244969920.0,Numérico,Numérico com Pontos,,['OK']
,Nulo,Nulo,,['Nulo']
3726397991.0,Numérico,Numérico Sem Formatação,,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
4971178730.0,Numérico,Numérico Sem Formatação,49,['OK']
4971178730.0,Numérico,Numérico Sem Formatação,49,['OK']
4971178730.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
442038853074.0,Numérico,Numérico Sem Formatação,44,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
498954843970.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
442038853074.0,Numérico,Numérico Sem Formatação,44,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
442038568830.0,Numérico,Numérico Sem Formatação,44,['OK']
986134376.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
33184732242.0,Numérico,Numérico Sem Formatação,33,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
803125610.0,Numérico,Numérico Sem Formatação,,['OK']
803125610.0,Numérico,Numérico Sem Formatação,,['OK']
,Nulo,Nulo,,['Nulo']
4922167780480.0,Numérico,Numérico com Pontos,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
4408006000799.0,Numérico,Numérico com Pontos,44,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
3012100120.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
49053112080.0,Numérico,Numérico Sem Formatação,49,['OK']
442083344753.0,Numérico,Numérico Sem Formatação,44,['OK']
89200606829.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
351253725363.0,Numérico,Numérico Sem Formatação,351,['OK']
1793417417.0,Numérico,Numérico Sem Formatação,44,['OK']
1793417417.0,Numérico,Numérico Sem Formatação,44,['OK']
442030085900.0,Numérico,Numérico Sem Formatação,44,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
4402036971444.0,Numérico,Numérico com Pontos,44,['OK']
,Nulo,Nulo,,['Nulo']
442073497871.0,Numérico,Numérico Sem Formatação,44,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
1132053750.0,Numérico,Numérico Sem Formatação,44,['OK']
,Nulo,Nulo,,['Nulo']
34680301846.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
89449130.0,Numérico,Numérico Sem Formatação,,['OK']
,Nulo,Nulo,,['Nulo']
868011200.0,Numérico,Numérico Sem Formatação,34,['OK']
932478800.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
351214201600.0,Numérico,Numérico Sem Formatação,44,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
34910519490.0,Numérico,Numérico Sem Formatação,34,['OK']
491751176507.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
4981057756150.0,Numérico,Numérico com Pontos,49,['OK']
4981057756150.0,Numérico,Numérico com Pontos,49,['OK']
6192902870.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
4989693380.0,Numérico,Numérico Sem Formatação,49,['OK']
2813192610.0,Numérico,Numérico Sem Formatação,49,['OK']
4989231660000.0,Numérico,Numérico com Pontos,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
4402036555997.0,Numérico,Numérico com Pontos,44,['OK']
4402036555997.0,Numérico,Numérico com Pontos,44,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
1925269600.0,Numérico,Numérico Sem Formatação,44,['OK']
,Nulo,Nulo,,['Nulo']
692578267110.0,Numérico,Numérico Sem Formatação,49,['OK']
4940210918180.0,Numérico,Numérico com Pontos,49,['OK']
49721941760.0,Numérico,Numérico Sem Formatação,49,['OK']
240180477.0,Numérico,Numérico Sem Formatação,33,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
33562200369.0,Numérico,Numérico Sem Formatação,33,['OK']
351913024056.0,Numérico,Numérico Sem Formatação,55,['OK']
351217110908.0,Numérico,Numérico Sem Formatação,351,['OK']
,Nulo,Nulo,,['Nulo']
34698865895.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
495251682200.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
500104042.0,Numérico,Numérico Sem Formatação,48,['OK']
500104042.0,Numérico,Numérico Sem Formatação,48,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
491756188294.0,Numérico,Numérico Sem Formatação,49,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
351229287910.0,Numérico,Numérico Sem Formatação,351,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
351214171161.0,Numérico,Numérico Sem Formatação,351,['OK']
351258750300.0,Numérico,Numérico Sem Formatação,351,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
351256850170.0,Numérico,Numérico Sem Formatação,351,['OK']
351256850170.0,Numérico,Numérico Sem Formatação,351,['OK']
351256850170.0,Numérico,Numérico Sem Formatação,351,['OK']
351256850170.0,Numérico,Numérico Sem Formatação,351,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
226156400.0,Numérico,Numérico Sem Formatação,351,['OK']
351211976630.0,Numérico,Numérico Sem Formatação,351,['OK']
269870300.0,Numérico,Numérico Sem Formatação,351,['OK']
936740394.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
919015000.0,Numérico,Numérico Sem Formatação,34,['OK']
919015000.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
932713465.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
932713465.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
941620100.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
34971439771.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
34935045615.0,Numérico,Numérico Sem Formatação,34,['OK']
34971439771.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
954239603.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
941620100.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
659962590.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
34971406149.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
34971406149.0,Numérico,Numérico Sem Formatação,34,['OK']
34971406149.0,Numérico,Numérico Sem Formatação,34,['OK']
886251015.0,Numérico,Numérico Sem Formatação,34,['OK']
34916301720.0,Numérico,Numérico Sem Formatação,34,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
351218443000.0,Numérico,Numérico Sem Formatação,351,['OK']
,Nulo,Nulo,,['Nulo']
351244108310.0,Numérico,Numérico Sem Formatação,351,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
229388706.0,Numérico,Numérico Sem Formatação,351,['OK']
351214211147.0,Numérico,Numérico Sem Formatação,351,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
296654154.0,Numérico,Numérico Sem Formatação,351,['OK']
296654154.0,Numérico,Numérico Sem Formatação,351,['OK']
,Nulo,Nulo,,['Nulo']
351289396055.0,Numérico,Numérico Sem Formatação,351,['OK']
351261950105.0,Numérico,Numérico Sem Formatação,351,['OK']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
,Nulo,Nulo,,['Nulo']
