Empresa - redes sociais,URL_Redes_Sociais_Padronizada,ID_Company_LinkedIn,Tipo_Rede_Social
https://www.linkedin.com/company/10943464,https://www.linkedin.com/company/10943464,10943464,LinkedIn
https://www.linkedin.com/company/10943464,https://www.linkedin.com/company/10943464,10943464,LinkedIn
https://www.linkedin.com/company/10943464,https://www.linkedin.com/company/10943464,10943464,LinkedIn
https://www.linkedin.com/company/10943464,https://www.linkedin.com/company/10943464,10943464,LinkedIn
https://www.linkedin.com/company/436699,https://www.linkedin.com/company/436699,436699,LinkedIn
https://www.linkedin.com/company/14803666,https://www.linkedin.com/company/14803666,14803666,LinkedIn
https://www.linkedin.com/company/996659,https://www.linkedin.com/company/996659,996659,LinkedIn
https://www.linkedin.com/company/18585513,https://www.linkedin.com/company/18585513,18585513,LinkedIn
https://www.linkedin.com/company/3530300,https://www.linkedin.com/company/3530300,3530300,LinkedIn
https://www.linkedin.com/company/1073,https://www.linkedin.com/company/1073,1073,LinkedIn
https://www.linkedin.com/company/11486116,https://www.linkedin.com/company/11486116,11486116,LinkedIn
https://www.linkedin.com/company/1161524,https://www.linkedin.com/company/1161524,1161524,LinkedIn
https://www.linkedin.com/company/89388262,https://www.linkedin.com/company/89388262,89388262,LinkedIn
https://www.linkedin.com/company/2645870,https://www.linkedin.com/company/2645870,2645870,LinkedIn
https://www.linkedin.com/company/25323,https://www.linkedin.com/company/25323,25323,LinkedIn
https://www.linkedin.com/company/7453126,https://www.linkedin.com/company/7453126,7453126,LinkedIn
https://www.linkedin.com/company/451028,https://www.linkedin.com/company/451028,451028,LinkedIn
https://www.linkedin.com/company/1073,https://www.linkedin.com/company/1073,1073,LinkedIn
https://www.linkedin.com/company/1073,https://www.linkedin.com/company/1073,1073,LinkedIn
https://www.linkedin.com/company/451028,https://www.linkedin.com/company/451028,451028,LinkedIn
https://www.linkedin.com/company/1366582,https://www.linkedin.com/company/1366582,1366582,LinkedIn
https://www.linkedin.com/company/3334705,https://www.linkedin.com/company/3334705,3334705,LinkedIn
https://www.linkedin.com/company/2996707,https://www.linkedin.com/company/2996707,2996707,LinkedIn
https://www.linkedin.com/company/2818,https://www.linkedin.com/company/2818,2818,LinkedIn
https://www.linkedin.com/company/16245,https://www.linkedin.com/company/16245,16245,LinkedIn
https://www.linkedin.com/company/16245,https://www.linkedin.com/company/16245,16245,LinkedIn
,,,
https://www.linkedin.com/company/877455,https://www.linkedin.com/company/877455,877455,LinkedIn
https://www.linkedin.com/company/15229509,https://www.linkedin.com/company/15229509,15229509,LinkedIn
https://www.linkedin.com/company/11283922,https://www.linkedin.com/company/11283922,11283922,LinkedIn
https://www.linkedin.com/company/88036053,https://www.linkedin.com/company/88036053,88036053,LinkedIn
https://www.linkedin.com/company/1571167,https://www.linkedin.com/company/1571167,1571167,LinkedIn
https://www.linkedin.com/company/227647,https://www.linkedin.com/company/227647,227647,LinkedIn
https://www.linkedin.com/company/1073,https://www.linkedin.com/company/1073,1073,LinkedIn
https://www.linkedin.com/company/2683,https://www.linkedin.com/company/2683,2683,LinkedIn
https://www.linkedin.com/company/2683,https://www.linkedin.com/company/2683,2683,LinkedIn
https://www.linkedin.com/company/88901397,https://www.linkedin.com/company/88901397,88901397,LinkedIn
https://www.linkedin.com/company/10133,https://www.linkedin.com/company/10133,10133,LinkedIn
https://www.linkedin.com/company/14822302,https://www.linkedin.com/company/14822302,14822302,LinkedIn
https://www.linkedin.com/company/2333763,https://www.linkedin.com/company/2333763,2333763,LinkedIn
https://www.linkedin.com/company/87212668,https://www.linkedin.com/company/87212668,87212668,LinkedIn
https://www.linkedin.com/company/451028,https://www.linkedin.com/company/451028,451028,LinkedIn
https://www.linkedin.com/company/29314023,https://www.linkedin.com/company/29314023,29314023,LinkedIn
